,jichang,shike,quedingxingrongliang,quedingxingronglianggailv,buquedingxingrongliang,buquedingxingronglianggailv,leijiagailv,1,2,3,4,5,6,7,8,9,10
2064,ZHHH,39,7,1,9,0.02127659574468085,0.0425531914893617,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2065,ZHHH,39,7,1,11,0.02127659574468085,0.02127659574468085,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2066,ZHHH,40,7,1,3,0.14583333333333334,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2067,ZHHH,40,7,1,4,0.1875,0.8541666666666666,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2068,ZHHH,40,7,1,5,0.22916666666666666,0.6666666666666666,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2069,ZHHH,40,7,1,6,0.20833333333333334,0.4375,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2070,ZHHH,40,7,1,7,0.10416666666666667,0.22916666666666666,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2071,ZHHH,40,7,1,8,0.08333333333333333,0.125,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2072,ZHHH,40,7,1,9,0.041666666666666664,0.041666666666666664,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2073,ZHHH,41,7,1,3,0.08,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2074,ZHHH,41,7,1,4,0.18,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2075,ZHHH,41,7,1,5,0.3,0.74,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2076,ZHHH,41,7,1,6,0.14,0.44000000000000006,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2077,ZHHH,41,7,1,7,0.16,0.3,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2078,ZHHH,41,7,1,8,0.06,0.13999999999999999,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2079,ZHHH,41,7,1,9,0.02,0.08,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2080,ZHHH,41,7,1,10,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2081,ZHHH,41,7,1,11,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2082,ZHHH,42,8,1,3,0.125,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2083,ZHHH,42,8,1,4,0.08333333333333333,0.875,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2084,ZHHH,42,8,1,5,0.20833333333333334,0.7916666666666667,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2085,ZHHH,42,8,1,6,0.14583333333333334,0.5833333333333334,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2086,ZHHH,42,8,1,7,0.1875,0.4375,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2087,ZHHH,42,8,1,8,0.1875,0.25,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2088,ZHHH,42,8,1,9,0.041666666666666664,0.0625,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2089,ZHHH,42,8,1,10,0.020833333333333332,0.020833333333333332,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2090,ZHHH,43,8,1,3,0.061224489795918366,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2091,ZHHH,43,8,1,4,0.24489795918367346,0.9387755102040817,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2092,ZHHH,43,8,1,5,0.20408163265306123,0.6938775510204082,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2093,ZHHH,43,8,1,6,0.20408163265306123,0.489795918367347,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2094,ZHHH,43,8,1,7,0.12244897959183673,0.2857142857142857,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2095,ZHHH,43,8,1,8,0.061224489795918366,0.16326530612244897,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2096,ZHHH,43,8,1,9,0.061224489795918366,0.10204081632653061,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2097,ZHHH,43,8,1,10,0.04081632653061224,0.04081632653061224,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2098,ZHHH,44,8,1,3,0.08695652173913043,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2099,ZHHH,44,8,1,4,0.1956521739130435,0.9130434782608696,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2100,ZHHH,44,8,1,5,0.21739130434782608,0.717391304347826,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2101,ZHHH,44,8,1,6,0.1956521739130435,0.5,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2102,ZHHH,44,8,1,7,0.13043478260869565,0.3043478260869565,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2103,ZHHH,44,8,1,8,0.13043478260869565,0.17391304347826086,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2104,ZHHH,44,8,1,9,0.021739130434782608,0.043478260869565216,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2105,ZHHH,44,8,1,10,0.021739130434782608,0.021739130434782608,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2106,ZHHH,45,7,1,3,0.1111111111111111,0.9999999999999999,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2107,ZHHH,45,7,1,4,0.2222222222222222,0.8888888888888887,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2108,ZHHH,45,7,1,5,0.3111111111111111,0.6666666666666666,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2109,ZHHH,45,7,1,6,0.13333333333333333,0.35555555555555557,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2110,ZHHH,45,7,1,7,0.1111111111111111,0.2222222222222222,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2111,ZHHH,45,7,1,8,0.06666666666666667,0.1111111111111111,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2112,ZHHH,45,7,1,9,0.044444444444444446,0.044444444444444446,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2113,ZHHH,46,7,1,3,0.125,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2114,ZHHH,46,7,1,4,0.25,0.875,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2115,ZHHH,46,7,1,5,0.1875,0.6250000000000001,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2116,ZHHH,46,7,1,6,0.10416666666666667,0.43749999999999994,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2117,ZHHH,46,7,1,7,0.22916666666666666,0.33333333333333326,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2118,ZHHH,46,7,1,8,0.0625,0.10416666666666666,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2119,ZHHH,46,7,1,9,0.020833333333333332,0.041666666666666664,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2120,ZHHH,46,7,1,10,0.020833333333333332,0.020833333333333332,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2121,ZHHH,47,8,1,3,0.16326530612244897,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2122,ZHHH,47,8,1,4,0.20408163265306123,0.836734693877551,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2123,ZHHH,47,8,1,5,0.24489795918367346,0.6326530612244897,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2124,ZHHH,47,8,1,6,0.12244897959183673,0.3877551020408163,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2125,ZHHH,47,8,1,7,0.08163265306122448,0.2653061224489796,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2126,ZHHH,47,8,1,8,0.16326530612244897,0.18367346938775508,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2127,ZHHH,47,8,1,10,0.02040816326530612,0.02040816326530612,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2128,ZHHH,48,7,1,3,0.10869565217391304,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2129,ZHHH,48,7,1,4,0.30434782608695654,0.8913043478260869,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2130,ZHHH,48,7,1,5,0.15217391304347827,0.5869565217391304,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2131,ZHHH,48,7,1,6,0.17391304347826086,0.4347826086956522,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2132,ZHHH,48,7,1,7,0.15217391304347827,0.26086956521739135,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2133,ZHHH,48,7,1,8,0.06521739130434782,0.10869565217391304,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2134,ZHHH,48,7,1,9,0.043478260869565216,0.043478260869565216,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2135,ZHHH,49,7,1,3,0.061224489795918366,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2136,ZHHH,49,7,1,4,0.3673469387755102,0.9387755102040817,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2137,ZHHH,49,7,1,5,0.1836734693877551,0.5714285714285714,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2138,ZHHH,49,7,1,6,0.1836734693877551,0.3877551020408163,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2139,ZHHH,49,7,1,7,0.08163265306122448,0.20408163265306123,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2140,ZHHH,49,7,1,8,0.12244897959183673,0.12244897959183673,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2141,ZHHH,50,7,1,3,0.14285714285714285,1.0000000000000002,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2142,ZHHH,50,7,1,4,0.2653061224489796,0.8571428571428573,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2143,ZHHH,50,7,1,5,0.12244897959183673,0.5918367346938778,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2144,ZHHH,50,7,1,6,0.20408163265306123,0.4693877551020409,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2145,ZHHH,50,7,1,7,0.12244897959183673,0.26530612244897955,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2146,ZHHH,50,7,1,8,0.02040816326530612,0.14285714285714285,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2147,ZHHH,50,7,1,9,0.04081632653061224,0.12244897959183672,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2148,ZHHH,50,7,1,10,0.04081632653061224,0.08163265306122448,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2149,ZHHH,50,7,1,11,0.02040816326530612,0.04081632653061224,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2150,ZHHH,50,7,1,12,0.02040816326530612,0.02040816326530612,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2151,ZHHH,51,7,1,3,0.20408163265306123,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2152,ZHHH,51,7,1,4,0.1836734693877551,0.7959183673469389,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2153,ZHHH,51,7,1,5,0.1836734693877551,0.6122448979591837,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2154,ZHHH,51,7,1,6,0.16326530612244897,0.42857142857142855,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2155,ZHHH,51,7,1,7,0.20408163265306123,0.2653061224489796,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2156,ZHHH,51,7,1,8,0.04081632653061224,0.061224489795918366,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2157,ZHHH,51,7,1,9,0.02040816326530612,0.02040816326530612,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2158,ZHHH,52,7,1,3,0.14285714285714285,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2159,ZHHH,52,7,1,4,0.14285714285714285,0.8571428571428571,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2160,ZHHH,52,7,1,5,0.32653061224489793,0.7142857142857143,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2161,ZHHH,52,7,1,6,0.1836734693877551,0.3877551020408163,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2162,ZHHH,52,7,1,7,0.10204081632653061,0.20408163265306123,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2163,ZHHH,52,7,1,8,0.061224489795918366,0.10204081632653061,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2164,ZHHH,52,7,1,9,0.04081632653061224,0.04081632653061224,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2165,ZHHH,53,7,1,3,0.16,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2166,ZHHH,53,7,1,4,0.26,0.8400000000000001,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2167,ZHHH,53,7,1,5,0.24,0.5800000000000001,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2168,ZHHH,53,7,1,6,0.16,0.34,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2169,ZHHH,53,7,1,7,0.12,0.18,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2170,ZHHH,53,7,1,8,0.04,0.06,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2171,ZHHH,53,7,1,9,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2172,ZHHH,54,7,1,3,0.1836734693877551,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2173,ZHHH,54,7,1,4,0.1836734693877551,0.816326530612245,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2174,ZHHH,54,7,1,5,0.24489795918367346,0.6326530612244898,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2175,ZHHH,54,7,1,6,0.22448979591836735,0.38775510204081637,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2176,ZHHH,54,7,1,7,0.08163265306122448,0.16326530612244897,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2177,ZHHH,54,7,1,8,0.04081632653061224,0.08163265306122448,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2178,ZHHH,54,7,1,9,0.02040816326530612,0.04081632653061224,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2179,ZHHH,54,7,1,11,0.02040816326530612,0.02040816326530612,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2180,ZHHH,55,8,1,3,0.1276595744680851,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2181,ZHHH,55,8,1,4,0.2127659574468085,0.8723404255319149,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2182,ZHHH,55,8,1,5,0.2553191489361702,0.6595744680851063,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2183,ZHHH,55,8,1,6,0.10638297872340426,0.40425531914893614,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2184,ZHHH,55,8,1,7,0.14893617021276595,0.2978723404255319,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2185,ZHHH,55,8,1,8,0.06382978723404255,0.14893617021276595,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2186,ZHHH,55,8,1,9,0.0851063829787234,0.0851063829787234,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2187,ZHHH,56,7,1,3,0.02,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2188,ZHHH,56,7,1,4,0.22,0.98,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2189,ZHHH,56,7,1,5,0.2,0.76,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2190,ZHHH,56,7,1,6,0.32,0.56,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2191,ZHHH,56,7,1,7,0.12,0.24,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2192,ZHHH,56,7,1,8,0.08,0.12000000000000001,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2193,ZHHH,56,7,1,11,0.02,0.04,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2194,ZHHH,56,7,1,13,0.02,0.02,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2195,ZHHH,57,7,1,3,0.02040816326530612,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2196,ZHHH,57,7,1,4,0.20408163265306123,0.979591836734694,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2197,ZHHH,57,7,1,5,0.2653061224489796,0.7755102040816327,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2198,ZHHH,57,7,1,6,0.24489795918367346,0.510204081632653,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2199,ZHHH,57,7,1,7,0.12244897959183673,0.2653061224489796,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2200,ZHHH,57,7,1,8,0.08163265306122448,0.14285714285714285,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2201,ZHHH,57,7,1,9,0.04081632653061224,0.061224489795918366,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2202,ZHHH,57,7,1,10,0.02040816326530612,0.02040816326530612,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2203,ZHHH,58,7,1,3,0.08,1.0,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2204,ZHHH,58,7,1,4,0.22,0.9200000000000002,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
2205,ZHHH,58,7,1,5,0.1,0.7000000000000002,0.95,0.92,0.89,0.86,0.83,0.8311479265367316,0.8249185412293853,0.8186891559220391,0.8124597706146928,0.8062303853073464
